ASV_ID	LK_1	LK_2	LK_3	LK_4	LK_5	LM_1	LM_2	LM_3	LM_4	LM_5	RK_1	RK_2	RK_3	RK_4	RK_5	RM_1	RM_2	RM_3	RM_4	RM_5
d__Bacteria;p__Fibrobacterota;c__Fibrobacteria;o__Fibrobacterales;f__B122;g__B122	16	14	0	13	0	0	0	16	0	0	0	0	6	0	0	0	0	0	0	0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Bradyrhizobium	11	0	22	0	32	0	0	0	49	43	0	14	10	10	13	0	0	9	0	11
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae;g__Agromyces	7	3	22	5	5	0	12	0	8	10	0	3	0	3	5	0	2	0	0	7
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae;g__Aurantimicrobium	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	4	0	5	0	4
d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Coleofasciculaceae;__	112	5	0	24	91	0	0	0	3	0	6	7	23	0	0	0	1	0	0	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Gallionellaceae;g__uncultured	0	0	11	0	0	27	0	0	0	13	11	0	8	4	12	0	0	4	0	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__JG36-GS-52;f__JG36-GS-52;g__JG36-GS-52	0	11	12	0	12	12	7	8	0	14	0	4	0	0	0	6	4	0	0	0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Peptostreptococcaceae;g__Paraclostridium	0	37	0	17	14	0	0	0	0	50	0	0	0	4	0	0	0	0	2	0
d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Blastocatellales;f__Blastocatellaceae;g__Blastocatella	0	16	0	0	5	0	0	8	0	0	0	2	0	0	0	0	0	1	0	0
d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae;g__uncultured	0	11	0	10	9	12	7	13	0	10	0	0	0	0	1	2	3	0	0	0
d__Bacteria;p__Chloroflexi;c__P2-11E;o__P2-11E;f__P2-11E;g__P2-11E	10	0	0	4	0	0	12	8	5	5	19	20	37	36	37	24	41	51	16	27
d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Oscillatoriaceae;g__Oscillatoria_PCC-10802	0	0	19	55	0	17	0	0	0	0	0	6	0	0	0	0	0	2	7	0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__Lewinella	9	15	17	16	9	0	0	4	4	14	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Armatimonadota;c__Fimbriimonadia;o__Fimbriimonadales;f__Fimbriimonadaceae;g__Fimbriimonadaceae	12	0	0	0	2	0	0	24	0	6	10	12	14	14	13	21	12	12	21	39
d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Spirochaetales;f__Spirochaetaceae;g__Spirochaeta_2	0	0	0	0	0	0	0	0	0	0	34	13	54	19	24	0	4	4	0	12
d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__Phycisphaeraceae;g__uncultured	0	0	0	0	0	0	0	0	4	0	7	0	10	9	0	1	0	9	6	0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Rhodobacter	40	22	7	21	36	17	21	36	14	0	0	16	16	2	9	6	12	13	19	11
d__Bacteria;p__Gemmatimonadota;c__Longimicrobia;o__Longimicrobiales;f__Longimicrobiaceae;g__YC-ZSS-LKJ147	4	2	17	4	0	17	0	0	15	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__GAL15;c__GAL15;o__GAL15;f__GAL15;g__GAL15	2	0	0	0	0	0	0	10	0	0	0	7	5	0	0	0	15	11	0	5
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Microscillaceae;g__Ohtaekwangia	6	0	0	0	2	0	7	0	0	0	3	7	4	6	0	6	5	1	7	0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__uncultured	5	7	14	4	5	0	15	11	3	4	10	1	9	0	7	0	2	7	0	0
d__Bacteria;p__Modulibacteria;c__Moduliflexia;o__Moduliflexales;f__Moduliflexaceae;g__Candidatus_Moduliflexus	16	32	10	33	28	15	0	15	28	0	0	0	0	0	0	4	0	1	0	0
d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__Alterococcus	0	0	0	0	0	0	0	0	0	0	7	0	4	0	5	4	0	2	0	0
d__Bacteria;p__Patescibacteria;c__ABY1;o__Candidatus_Uhrbacteria;f__Candidatus_Uhrbacteria;g__Candidatus_Uhrbacteria	3	0	8	0	0	4	0	4	0	3	3	1	3	0	1	5	1	3	6	3
d__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__Pelolinea	16	8	27	9	5	0	16	14	3	0	20	6	13	11	9	8	12	12	9	12
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Competibacterales;f__Competibacteraceae;g__Plasticicumulans	13	15	0	2	11	34	11	7	18	7	6	4	4	4	0	0	0	0	0	0
d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Oxyphotobacteria_Incertae_Sedis;f__Unknown_Family;g__Oscillatoria_SAG_1459-8	9	31	0	16	25	26	0	10	17	15	0	0	0	0	0	0	0	2	1	0
d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Spirochaetales;f__Spirochaetaceae;g__Salinispira	0	12	0	9	14	0	0	5	9	0	0	0	0	4	0	0	0	0	0	0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__Haliscomenobacter	5	17	23	9	11	0	0	3	0	2	1	9	2	3	2	2	4	4	4	2
d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Myxococcaceae;g__Archangium	16	0	0	0	0	0	8	0	0	0	2	3	0	2	0	0	0	0	0	0
d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Oxyphotobacteria_Incertae_Sedis;f__Unknown_Family;g__CENA518	21	9	0	36	9	0	7	10	6	0	0	0	3	0	0	0	0	0	0	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Methylosarcina	11	10	17	41	30	0	14	8	15	29	32	39	25	38	21	24	30	29	36	28
d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Oscillatoriaceae;g__Planktothricoides_SR001	0	0	0	0	9	0	0	0	0	10	7	0	0	0	0	2	0	0	1	0
d__Bacteria;p__Chloroflexi;c__Anaerolineae;o__C10-SB1A;f__C10-SB1A;g__C10-SB1A	7	0	0	0	1	5	6	2	7	0	1	1	1	1	0	0	2	0	1	1
d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Oxyphotobacteria_Incertae_Sedis;f__Unknown_Family;g__EcFYyy-200	17	24	7	26	12	23	0	24	0	0	0	2	0	0	0	0	0	0	2	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__uncultured	2	0	0	0	5	0	0	0	9	0	6	1	0	2	0	4	6	4	2	5
d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Oxyphotobacteria_Incertae_Sedis;f__Unknown_Family;g__Leptolyngbya_ANT.L52.2	0	0	0	8	0	15	0	0	0	7	0	0	0	0	0	2	0	0	4	0
d__Bacteria;p__Sumerlaeota;c__Sumerlaeia;o__Sumerlaeales;f__Sumerlaeaceae;g__Sumerlaea	16	23	18	0	9	0	22	16	15	52	38	29	24	61	23	28	37	26	21	34
d__Bacteria;p__Chloroflexi;c__Dehalococcoidia;o__vadinBA26;f__vadinBA26;g__vadinBA26	12	10	0	7	8	7	0	0	14	17	15	19	15	24	18	22	17	24	35	23
d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Chroococcidiopsaceae;g__uncultured	9	0	0	0	0	21	0	6	21	12	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micrococcales;f__Cellulomonadaceae;g__Cellulomonas	0	0	14	0	0	0	0	0	68	20	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Azospirillales;f__Azospirillaceae;g__uncultured	8	0	0	0	19	12	16	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Spirochaetales;f__Spirochaetaceae;g__Treponema	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	8	7	0
d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Chroococcidiopsaceae;g__Aliterella	0	0	0	13	0	0	0	13	25	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Holosporales;f__Holosporaceae;g__uncultured	0	0	0	0	0	22	16	0	0	0	0	0	0	0	11	0	0	0	0	0
d__Bacteria;p__Spirochaetota;c__V2072-189E03;o__V2072-189E03;f__V2072-189E03;g__V2072-189E03	0	10	0	8	13	23	0	0	2	0	6	0	17	0	19	0	2	5	4	3
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Microvirga	4	0	0	0	0	0	0	0	0	0	7	18	3	15	9	113	41	39	64	40
d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium	4	0	0	0	0	0	7	0	11	0	0	0	0	3	0	9	0	0	0	4
d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Caloramatoraceae;g__uncultured	5	0	38	0	0	0	8	0	0	4	0	0	0	0	1	0	0	0	0	0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Elsterales;__;__	2	0	0	0	6	0	0	0	0	0	0	0	0	5	0	4	6	0	0	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Kosakonia	0	0	0	0	20	0	0	0	0	78	0	0	0	1	0	0	0	0	0	0
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae;g__Curtobacterium	14	0	0	0	3	0	43	44	49	31	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Azospirillales;f__Azospirillaceae;g__Niveispirillum	0	5	0	0	0	0	0	0	0	0	0	4	8	5	15	2	4	7	2	0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Anaplasmataceae;g__Wolbachia	1	29	45	0	0	16	579	28	3	5	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__WS4;c__WS4;o__WS4;f__WS4;g__WS4	0	4	0	0	5	0	0	0	0	0	7	19	24	12	15	26	10	24	21	28
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micrococcales;f__Micrococcaceae;__	10	0	0	0	21	0	0	0	0	0	4	7	0	12	0	6	0	0	7	7
d__Bacteria;p__Chloroflexi;c__Dehalococcoidia;o__SAR202_clade;f__SAR202_clade;g__SAR202_clade	14	0	0	3	0	0	0	0	0	0	0	4	5	0	0	0	0	3	0	4
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium	0	10	14	4	2	0	14	0	6	4	2	4	10	8	7	4	7	7	8	10
d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_sensu_stricto_11	0	0	27	13	0	8	0	0	4	0	0	0	0	3	0	0	0	3	5	0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__KF-JG30-B3;g__KF-JG30-B3	0	0	4	6	3	0	0	0	6	5	12	10	8	9	24	4	2	16	0	8
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micrococcales;f__Micrococcaceae;g__Pseudarthrobacter	0	12	31	8	24	27	22	26	23	0	0	0	7	0	12	0	0	0	0	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Enhydrobacter	0	0	0	8	2	29	4	5	6	65	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Tistrellales;f__Geminicoccaceae;g__Candidatus_Alysiosphaera	0	16	3	15	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Koribacteraceae;g__Candidatus_Koribacter	0	0	0	0	0	24	0	0	0	0	7	10	9	20	5	15	14	4	9	17
d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__uncultured;g__uncultured	16	10	0	22	17	20	0	0	0	0	0	6	2	0	0	0	0	0	0	0
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micrococcales;__;__	31	0	0	0	8	0	0	8	0	0	0	4	0	0	0	0	0	0	0	0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiales_Incertae_Sedis;g__Nordella	10	0	3	0	6	48	0	14	5	0	0	6	0	8	5	0	6	1	3	3
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Aureimonas	9	10	0	0	0	28	0	23	35	236	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Diplorickettsiales;f__Diplorickettsiaceae;g__uncultured	0	0	0	0	0	0	0	0	0	0	0	0	5	0	12	2	6	8	0	0
d__Bacteria;p__Fibrobacterota;c__Fibrobacteria;o__Fibrobacterales;f__Candidatus_Raymondbacteria;g__Candidatus_Raymondbacteria	2	7	3	2	4	44	15	8	0	7	15	7	5	2	2	0	0	0	2	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Silanimonas	5	0	0	13	4	10	0	7	4	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Elioraeaceae;g__Elioraea	0	0	0	9	3	13	0	6	0	13	0	1	0	0	0	0	0	0	0	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Burkholderia-Caballeronia-Paraburkholderia	0	0	0	0	0	0	0	0	0	0	0	24	2	0	32	0	1	0	0	0
